packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload
57,2026-07-27T13:57:30.394,2.616682,0.721700,0.5600,0.8200,-0.0500,-9.8900,4.8200,-23.4400,0.994233,25.893592,"0.56,0.82,-0.05,-9.89,4.82,-23.44"
58,2026-07-27T13:57:30.445,2.668161,51.479200,0.5900,0.8100,-0.0500,-7.8100,5.6200,-29.6000,1.003344,31.124596,"0.59,0.81,-0.05,-7.81,5.62,-29.60"
59,2026-07-27T13:57:30.505,2.728135,59.973800,0.6300,0.7900,-0.0500,-0.9800,9.9500,-30.7600,1.011682,32.344095,"0.63,0.79,-0.05,-0.98,9.95,-30.76"
60,2026-07-27T13:57:30.506,2.728529,0.394700,0.6600,0.7700,-0.0400,7.5700,13.9200,-28.1400,1.014938,32.294441,"0.66,0.77,-0.04,7.57,13.92,-28.14"
61,2026-07-27T13:57:30.866,3.088987,360.457900,0.6700,0.7700,-0.0300,12.0200,11.5400,-24.2300,1.021127,29.406545,"0.67,0.77,-0.03,12.02,11.54,-24.23"
62,2026-07-27T13:57:30.866,3.089088,0.100600,0.6700,0.7700,-0.0100,8.1200,2.8100,-21.5500,1.020735,23.199849,"0.67,0.77,-0.01,8.12,2.81,-21.55"
63,2026-07-27T13:57:30.866,3.089176,0.087800,0.6500,0.7900,0.0000,1.2800,-4.6400,-18.7400,1.023035,19.348271,"0.65,0.79,0.00,1.28,-4.64,-18.74"
64,2026-07-27T13:57:30.867,3.089613,0.437000,0.6400,0.7900,0.0000,-0.9800,-5.8600,-13.8500,1.016710,15.070584,"0.64,0.79,0.00,-0.98,-5.86,-13.85"
65,2026-07-27T13:57:30.867,3.090108,0.494900,0.6400,0.7800,0.0000,0.7900,-3.3000,-7.8100,1.008960,8.515292,"0.64,0.78,0.00,0.79,-3.30,-7.81"
66,2026-07-27T13:57:30.868,3.090614,0.506200,0.6300,0.7800,-0.0000,2.5000,-0.9800,-2.1400,1.002646,3.433657,"0.63,0.78,-0.00,2.50,-0.98,-2.14"
67,2026-07-27T13:57:30.868,3.091250,0.636600,0.6100,0.8000,-0.0100,2.0800,-0.2400,2.5000,1.006082,3.260981,"0.61,0.80,-0.01,2.08,-0.24,2.50"
